"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2009","Slovenia","Current prices, million euro","Final consumption expenditure of households","20,609.0",""
"2009","Slovakia","Current prices, million euro","Final consumption expenditure of households","37,844.4",""
"2009","Finland","Current prices, million euro","Final consumption expenditure of households","89,823.0",""
"2009","Sweden","Current prices, million euro","Final consumption expenditure of households","145,188.6",""
"2009","Iceland","Current prices, million euro","Final consumption expenditure of households","4,632.2",""
"2009","Norway","Current prices, million euro","Final consumption expenditure of households","108,487.0",""
"2009","Switzerland","Current prices, million euro","Final consumption expenditure of households","209,665.7",""
"2009","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,058,923.2",""
"2009","Montenegro","Current prices, million euro","Final consumption expenditure of households","2,944.2",""
"2009","North Macedonia","Current prices, million euro","Final consumption expenditure of households","5,252.1",""
"2009","Serbia","Current prices, million euro","Final consumption expenditure of households","24,030.6",""
"2009","Turkey","Current prices, million euro","Final consumption expenditure of households","299,435.3",""
"2009","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","10,946.0",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2010","Belgium","Current prices, million euro","Final consumption expenditure of households","179,681.8",""
"2010","Bulgaria","Current prices, million euro","Final consumption expenditure of households","26,366.4",""
"2010","Czechia","Current prices, million euro","Final consumption expenditure of households","79,894.0",""
"2010","Denmark","Current prices, million euro","Final consumption expenditure of households","111,806.6",""
"2010","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,348,202.0",""
"2010","Estonia","Current prices, million euro","Final consumption expenditure of households","7,934.5",""
"2010","Ireland","Current prices, million euro","Final consumption expenditure of households","74,978.2",""
"2010","Greece","Current prices, million euro","Final consumption expenditure of households","155,475.2","b"
"2010","Spain","Current prices, million euro","Final consumption expenditure of households","638,301.0",""
"2010","France","Current prices, million euro","Final consumption expenditure of households","1,078,680.0",""
"2010","Croatia","Current prices, million euro","Final consumption expenditure of households","31,267.3",""
"2010","Italy","Current prices, million euro","Final consumption expenditure of households","982,604.0",""
"2010","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,283.4",""
"2010","Latvia","Current prices, million euro","Final consumption expenditure of households","11,127.2",""
"2010","Lithuania","Current prices, million euro","Final consumption expenditure of households","17,896.6",""
"2010","Luxembourg","Current prices, million euro","Final consumption expenditure of households","15,189.9",""
"2010","Hungary","Current prices, million euro","Final consumption expenditure of households","53,677.9",""
"2010","Malta","Current prices, million euro","Final consumption expenditure of households","4,512.6",""
"2010","Netherlands","Current prices, million euro","Final consumption expenditure of households","282,121.0",""
"2010","Austria","Current prices, million euro","Final consumption expenditure of households","158,025.0",""
"2010","Poland","Current prices, million euro","Final consumption expenditure of households","219,770.0",""
"2010","Portugal","Current prices, million euro","Final consumption expenditure of households","119,946.9",""
"2010","Romania","Current prices, million euro","Final consumption expenditure of households","78,553.3",""
"2010","Slovenia","Current prices, million euro","Final consumption expenditure of households","21,248.3",""
"2010","Slovakia","Current prices, million euro","Final consumption expenditure of households","38,576.4",""
"2010","Finland","Current prices, million euro","Final consumption expenditure of households","94,100.0",""
"2010","Sweden","Current prices, million euro","Final consumption expenditure of households","169,848.6",""
"2010","Iceland","Current prices, million euro","Final consumption expenditure of households","5,105.3",""
"2010","Norway","Current prices, million euro","Final consumption expenditure of households","125,448.4",""
"2010","Switzerland","Current prices, million euro","Final consumption expenditure of households","234,499.6",""
"2010","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,134,388.7",""
"2010","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,074.4",""
"2010","North Macedonia","Current prices, million euro","Final consumption expenditure of households","5,406.0",""
"2010","Serbia","Current prices, million euro","Final consumption expenditure of households","23,369.7",""
"2010","Turkey","Current prices, million euro","Final consumption expenditure of households","379,939.9",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","11,083.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2011","Belgium","Current prices, million euro","Final consumption expenditure of households","186,615.3",""
"2011","Bulgaria","Current prices, million euro","Final consumption expenditure of households","27,856.5",""
"2011","Czechia","Current prices, million euro","Final consumption expenditure of households","83,941.4",""
"2011","Denmark","Current prices, million euro","Final consumption expenditure of households","114,906.9",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,397,122.0",""
"2011","Estonia","Current prices, million euro","Final consumption expenditure of households","8,565.6",""
"2011","Ireland","Current prices, million euro","Final consumption expenditure of households","75,127.4",""
"2011","Greece","Current prices, million euro","Final consumption expenditure of households","147,404.2",""
"2011","Spain","Current prices, million euro","Final consumption expenditure of households","640,903.0",""
"2011","France","Current prices, million euro","Final consumption expenditure of households","1,106,046.0",""
"2011","Croatia","Current prices, million euro","Final consumption expenditure of households","31,960.9",""
"2011","Italy","Current prices, million euro","Final consumption expenditure of households","1,013,276.4",""
"2011","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,785.8",""
"2011","Latvia","Current prices, million euro","Final consumption expenditure of households","11,825.2",""
"2011","Lithuania","Current prices, million euro","Final consumption expenditure of households","19,657.0",""
"2011","Luxembourg","Current prices, million euro","Final consumption expenditure of households","16,143.2",""
"2011","Hungary","Current prices, million euro","Final consumption expenditure of households","55,116.1",""
"2011","Malta","Current prices, million euro","Final consumption expenditure of households","4,844.6",""
"2011","Netherlands","Current prices, million euro","Final consumption expenditure of households","288,380.0",""
"2011","Austria","Current prices, million euro","Final consumption expenditure of households","165,633.8",""
"2011","Poland","Current prices, million euro","Final consumption expenditure of households","231,157.3",""
"2011","Portugal","Current prices, million euro","Final consumption expenditure of households","117,955.6",""
"2011","Romania","Current prices, million euro","Final consumption expenditure of households","81,606.5",""
"2011","Slovenia","Current prices, million euro","Final consumption expenditure of households","21,760.0",""
"2011","Slovakia","Current prices, million euro","Final consumption expenditure of households","39,256.9",""
"2011","Finland","Current prices, million euro","Final consumption expenditure of households","100,466.0",""
"2011","Sweden","Current prices, million euro","Final consumption expenditure of households","185,619.7",""
"2011","Iceland","Current prices, million euro","Final consumption expenditure of households","5,450.1",""
"2011","Norway","Current prices, million euro","Final consumption expenditure of households","132,516.1",""
"2011","Switzerland","Current prices, million euro","Final consumption expenditure of households","264,439.1",""
"2011","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,166,220.0",""
"2011","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,254.4",""
"2011","North Macedonia","Current prices, million euro","Final consumption expenditure of households","5,668.6",""
"2011","Serbia","Current prices, million euro","Final consumption expenditure of households","26,290.2",""
"2011","Turkey","Current prices, million euro","Final consumption expenditure of households","392,500.5",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","11,417.3",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2012","Belgium","Current prices, million euro","Final consumption expenditure of households","192,776.2",""
"2012","Bulgaria","Current prices, million euro","Final consumption expenditure of households","29,576.3",""
"2012","Czechia","Current prices, million euro","Final consumption expenditure of households","82,894.3",""
"2012","Denmark","Current prices, million euro","Final consumption expenditure of households","118,172.1",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,436,252.0",""
"2012","Estonia","Current prices, million euro","Final consumption expenditure of households","9,327.9",""
"2012","Ireland","Current prices, million euro","Final consumption expenditure of households","75,840.1",""
"2012","Greece","Current prices, million euro","Final consumption expenditure of households","138,431.8",""
"2012","Spain","Current prices, million euro","Final consumption expenditure of households","633,385.0",""
"2012","France","Current prices, million euro","Final consumption expenditure of households","1,121,459.0",""
"2012","Croatia","Current prices, million euro","Final consumption expenditure of households","31,800.7",""
"2012","Italy","Current prices, million euro","Final consumption expenditure of households","1,003,045.0",""
"2012","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,890.5",""
"2012","Latvia","Current prices, million euro","Final consumption expenditure of households","13,078.1",""
"2012","Lithuania","Current prices, million euro","Final consumption expenditure of households","20,857.2",""
"2012","Luxembourg","Current prices, million euro","Final consumption expenditure of households","16,878.9",""
"2012","Hungary","Current prices, million euro","Final consumption expenditure of households","54,889.1",""
"2012","Malta","Current prices, million euro","Final consumption expenditure of households","5,038.9",""
"2012","Netherlands","Current prices, million euro","Final consumption expenditure of households","288,654.0",""
"2012","Austria","Current prices, million euro","Final consumption expenditure of households","170,584.5",""
"2012","Poland","Current prices, million euro","Final consumption expenditure of households","236,558.2",""
"2012","Portugal","Current prices, million euro","Final consumption expenditure of households","114,122.8",""
"2012","Romania","Current prices, million euro","Final consumption expenditure of households","82,068.0",""
"2012","Slovenia","Current prices, million euro","Final consumption expenditure of households","21,758.5",""
"2012","Slovakia","Current prices, million euro","Final consumption expenditure of households","40,732.8",""
"2012","Finland","Current prices, million euro","Final consumption expenditure of households","103,845.0",""
"2012","Sweden","Current prices, million euro","Final consumption expenditure of households","194,664.7",""
"2012","Iceland","Current prices, million euro","Final consumption expenditure of households","5,946.4",""
"2012","Norway","Current prices, million euro","Final consumption expenditure of households","143,987.2",""
"2012","Switzerland","Current prices, million euro","Final consumption expenditure of households","271,756.9",""
"2012","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,294,996.7",""
"2012","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,245.0",""
"2012","North Macedonia","Current prices, million euro","Final consumption expenditure of households","5,633.1",""
"2012","Serbia","Current prices, million euro","Final consumption expenditure of households","24,944.0",""
"2012","Turkey","Current prices, million euro","Final consumption expenditure of households","441,320.1",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","11,650.1",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2013","Belgium","Current prices, million euro","Final consumption expenditure of households","197,752.7",""
"2013","Bulgaria","Current prices, million euro","Final consumption expenditure of households","28,142.6",""
"2013","Czechia","Current prices, million euro","Final consumption expenditure of households","81,333.3",""
"2013","Denmark","Current prices, million euro","Final consumption expenditure of households","119,747.9",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,462,148.0",""
"2013","Estonia","Current prices, million euro","Final consumption expenditure of households","9,980.5",""
"2013","Ireland","Current prices, million euro","Final consumption expenditure of households","77,624.3",""
"2013","Greece","Current prices, million euro","Final consumption expenditure of households","133,316.4",""
"2013","Spain","Current prices, million euro","Final consumption expenditure of households","621,258.0",""
"2013","France","Current prices, million euro","Final consumption expenditure of households","1,133,889.0",""
"2013","Croatia","Current prices, million euro","Final consumption expenditure of households","31,973.3",""
"2013","Italy","Current prices, million euro","Final consumption expenditure of households","990,599.5",""
"2013","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,192.8",""
"2013","Latvia","Current prices, million euro","Final consumption expenditure of households","13,981.3",""
"2013","Lithuania","Current prices, million euro","Final consumption expenditure of households","21,846.6",""
"2013","Luxembourg","Current prices, million euro","Final consumption expenditure of households","17,153.5",""
"2013","Hungary","Current prices, million euro","Final consumption expenditure of households","54,295.5",""
"2013","Malta","Current prices, million euro","Final consumption expenditure of households","5,265.3",""
"2013","Netherlands","Current prices, million euro","Final consumption expenditure of households","292,294.0",""
"2013","Austria","Current prices, million euro","Final consumption expenditure of households","174,241.0",""
"2013","Poland","Current prices, million euro","Final consumption expenditure of households","237,762.4",""
"2013","Portugal","Current prices, million euro","Final consumption expenditure of households","114,311.1",""
"2013","Romania","Current prices, million euro","Final consumption expenditure of households","86,954.5",""
"2013","Slovenia","Current prices, million euro","Final consumption expenditure of households","21,383.2",""
"2013","Slovakia","Current prices, million euro","Final consumption expenditure of households","40,801.4",""
"2013","Finland","Current prices, million euro","Final consumption expenditure of households","105,701.0",""
"2013","Sweden","Current prices, million euro","Final consumption expenditure of households","200,054.3",""
"2013","Iceland","Current prices, million euro","Final consumption expenditure of households","6,260.2",""
"2013","Norway","Current prices, million euro","Final consumption expenditure of households","143,499.0",""
"2013","Switzerland","Current prices, million euro","Final consumption expenditure of households","270,878.8",""
"2013","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,297,975.9",""
"2013","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,353.4",""
"2013","North Macedonia","Current prices, million euro","Final consumption expenditure of households","5,925.2",""
"2013","Serbia","Current prices, million euro","Final consumption expenditure of households","26,131.6",""
"2013","Turkey","Current prices, million euro","Final consumption expenditure of households","462,733.9",""
"2013","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","11,774.8",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2014","Belgium","Current prices, million euro","Final consumption expenditure of households","199,726.8",""
"2014","Bulgaria","Current prices, million euro","Final consumption expenditure of households","28,821.2",""
"2014","Czechia","Current prices, million euro","Final consumption expenditure of households","78,191.3",""
"2014","Denmark","Current prices, million euro","Final consumption expenditure of households","121,823.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,492,110.0",""
"2014","Estonia","Current prices, million euro","Final consumption expenditure of households","10,442.6",""
"2014","Ireland","Current prices, million euro","Final consumption expenditure of households","80,549.5",""
"2014","Greece","Current prices, million euro","Final consumption expenditure of households","131,166.6",""
"2014","Spain","Current prices, million euro","Final consumption expenditure of households","632,664.0",""
"2014","France","Current prices, million euro","Final consumption expenditure of households","1,139,357.0",""
"2014","Croatia","Current prices, million euro","Final consumption expenditure of households","31,432.0",""
"2014","Italy","Current prices, million euro","Final consumption expenditure of households","994,358.3",""
"2014","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,026.9",""
"2014","Latvia","Current prices, million euro","Final consumption expenditure of households","14,331.7",""
"2014","Lithuania","Current prices, million euro","Final consumption expenditure of households","22,650.1",""
"2014","Luxembourg","Current prices, million euro","Final consumption expenditure of households","17,949.8",""
"2014","Hungary","Current prices, million euro","Final consumption expenditure of households","54,485.6",""
"2014","Malta","Current prices, million euro","Final consumption expenditure of households","5,487.1",""
"2014","Netherlands","Current prices, million euro","Final consumption expenditure of households","296,454.0",""
"2014","Austria","Current prices, million euro","Final consumption expenditure of households","177,798.7",""
"2014","Poland","Current prices, million euro","Final consumption expenditure of households","244,463.1",""
"2014","Portugal","Current prices, million euro","Final consumption expenditure of households","118,025.5",""
"2014","Romania","Current prices, million euro","Final consumption expenditure of households","90,487.9",""
"2014","Slovenia","Current prices, million euro","Final consumption expenditure of households","21,645.7",""
"2014","Slovakia","Current prices, million euro","Final consumption expenditure of households","41,472.2",""
"2014","Finland","Current prices, million euro","Final consumption expenditure of households","107,428.0",""
"2014","Sweden","Current prices, million euro","Final consumption expenditure of households","197,008.6",""
"2014","Iceland","Current prices, million euro","Final consumption expenditure of households","7,045.4",""
"2014","Norway","Current prices, million euro","Final consumption expenditure of households","139,060.5",""
"2014","Switzerland","Current prices, million euro","Final consumption expenditure of households","276,591.7",""
"2014","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,422,390.0",""
"2014","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,421.6",""
"2014","North Macedonia","Current prices, million euro","Final consumption expenditure of households","6,057.2",""
"2014","Serbia","Current prices, million euro","Final consumption expenditure of households","25,652.0",""
"2014","Turkey","Current prices, million euro","Final consumption expenditure of households","448,754.3",""
"2014","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","11,932.9",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2015","Belgium","Current prices, million euro","Final consumption expenditure of households","204,797.5",""
"2015","Bulgaria","Current prices, million euro","Final consumption expenditure of households","29,949.6",""
"2015","Czechia","Current prices, million euro","Final consumption expenditure of households","81,903.4",""
"2015","Denmark","Current prices, million euro","Final consumption expenditure of households","125,312.7",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,530,457.0",""
"2015","Estonia","Current prices, million euro","Final consumption expenditure of households","10,772.8",""
"2015","Ireland","Current prices, million euro","Final consumption expenditure of households","84,211.0",""
"2015","Greece","Current prices, million euro","Final consumption expenditure of households","129,869.1",""
"2015","Spain","Current prices, million euro","Final consumption expenditure of households","650,059.0",""
"2015","France","Current prices, million euro","Final consumption expenditure of households","1,159,070.0",""
"2015","Croatia","Current prices, million euro","Final consumption expenditure of households","32,066.8",""
"2015","Italy","Current prices, million euro","Final consumption expenditure of households","1,015,428.2",""
"2015","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,200.4",""
"2015","Latvia","Current prices, million euro","Final consumption expenditure of households","14,638.2",""
"2015","Lithuania","Current prices, million euro","Final consumption expenditure of households","23,339.5",""
"2015","Luxembourg","Current prices, million euro","Final consumption expenditure of households","18,148.2",""
"2015","Hungary","Current prices, million euro","Final consumption expenditure of households","56,611.4",""
"2015","Malta","Current prices, million euro","Final consumption expenditure of households","5,745.8",""
"2015","Netherlands","Current prices, million euro","Final consumption expenditure of households","303,545.0",""
"2015","Austria","Current prices, million euro","Final consumption expenditure of households","181,398.4",""
"2015","Poland","Current prices, million euro","Final consumption expenditure of households","250,672.0",""
"2015","Portugal","Current prices, million euro","Final consumption expenditure of households","122,329.6",""
"2015","Romania","Current prices, million euro","Final consumption expenditure of households","96,233.1",""
"2015","Slovenia","Current prices, million euro","Final consumption expenditure of households","21,989.9",""
"2015","Slovakia","Current prices, million euro","Final consumption expenditure of households","42,627.6",""
"2015","Finland","Current prices, million euro","Final consumption expenditure of households","109,140.0",""
"2015","Sweden","Current prices, million euro","Final consumption expenditure of households","200,484.4",""
"2015","Iceland","Current prices, million euro","Final consumption expenditure of households","8,034.6",""
"2015","Norway","Current prices, million euro","Final consumption expenditure of households","135,761.0",""
"2015","Switzerland","Current prices, million euro","Final consumption expenditure of households","317,567.4",""
"2015","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,623,710.5",""
"2015","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,665.8",""
"2015","North Macedonia","Current prices, million euro","Final consumption expenditure of households","6,309.8",""
"2015","Serbia","Current prices, million euro","Final consumption expenditure of households","25,245.9",""
"2015","Turkey","Current prices, million euro","Final consumption expenditure of households","489,399.3",""
"2015","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","12,128.5",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2016","Belgium","Current prices, million euro","Final consumption expenditure of households","210,579.1",""
"2016","Bulgaria","Current prices, million euro","Final consumption expenditure of households","31,275.6",""
"2016","Czechia","Current prices, million euro","Final consumption expenditure of households","86,008.1",""
"2016","Denmark","Current prices, million euro","Final consumption expenditure of households","129,349.2",""
"2016","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,577,720.0",""
"2016","Estonia","Current prices, million euro","Final consumption expenditure of households","11,259.0",""
"2016","Ireland","Current prices, million euro","Final consumption expenditure of households","88,665.7",""
"2016","Greece","Current prices, million euro","Final consumption expenditure of households","126,889.7",""
"2016","Spain","Current prices, million euro","Final consumption expenditure of households","671,832.0",""
"2016","France","Current prices, million euro","Final consumption expenditure of households","1,178,256.0",""
"2016","Croatia","Current prices, million euro","Final consumption expenditure of households","33,683.6",""
"2016","Italy","Current prices, million euro","Final consumption expenditure of households","1,029,343.2",""
"2016","Cyprus","Current prices, million euro","Final consumption expenditure of households","13,844.0",""
"2016","Latvia","Current prices, million euro","Final consumption expenditure of households","15,245.5",""
"2016","Lithuania","Current prices, million euro","Final consumption expenditure of households","24,507.1",""
"2016","Luxembourg","Current prices, million euro","Final consumption expenditure of households","18,899.3",""
"2016","Hungary","Current prices, million euro","Final consumption expenditure of households","59,481.1",""
"2016","Malta","Current prices, million euro","Final consumption expenditure of households","5,953.1",""
"2016","Netherlands","Current prices, million euro","Final consumption expenditure of households","309,721.0",""
"2016","Austria","Current prices, million euro","Final consumption expenditure of households","187,075.8",""
"2016","Poland","Current prices, million euro","Final consumption expenditure of households","248,802.1",""
"2016","Portugal","Current prices, million euro","Final consumption expenditure of households","127,447.0",""
"2016","Romania","Current prices, million euro","Final consumption expenditure of households","103,962.5",""
"2016","Slovenia","Current prices, million euro","Final consumption expenditure of households","22,863.7",""
"2016","Slovakia","Current prices, million euro","Final consumption expenditure of households","44,320.7",""
"2016","Finland","Current prices, million euro","Final consumption expenditure of households","111,894.0",""
"2016","Sweden","Current prices, million euro","Final consumption expenditure of households","204,926.8",""
"2016","Iceland","Current prices, million euro","Final consumption expenditure of households","9,809.1",""
"2016","Norway","Current prices, million euro","Final consumption expenditure of households","136,668.1",""
"2016","Switzerland","Current prices, million euro","Final consumption expenditure of households","314,864.9",""
"2016","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,505,045.9",""
"2016","Montenegro","Current prices, million euro","Final consumption expenditure of households","3,810.7",""
"2016","North Macedonia","Current prices, million euro","Final consumption expenditure of households","6,515.3",""
"2016","Serbia","Current prices, million euro","Final consumption expenditure of households","25,535.3",""
"2016","Turkey","Current prices, million euro","Final consumption expenditure of households","481,642.3",""
"2016","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","12,401.6",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2017","Belgium","Current prices, million euro","Final consumption expenditure of households","218,885.7",""
"2017","Bulgaria","Current prices, million euro","Final consumption expenditure of households","33,460.1",""
"2017","Czechia","Current prices, million euro","Final consumption expenditure of households","93,851.6",""
"2017","Denmark","Current prices, million euro","Final consumption expenditure of households","134,498.2",""
"2017","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,620,634.0",""
"2017","Estonia","Current prices, million euro","Final consumption expenditure of households","12,024.9",""
"2017","Ireland","Current prices, million euro","Final consumption expenditure of households","91,631.0",""
"2017","Greece","Current prices, million euro","Final consumption expenditure of households","131,979.0",""
"2017","Spain","Current prices, million euro","Final consumption expenditure of households","705,546.0",""
"2017","France","Current prices, million euro","Final consumption expenditure of households","1,208,982.0",""
"2017","Croatia","Current prices, million euro","Final consumption expenditure of households","35,507.9",""
"2017","Italy","Current prices, million euro","Final consumption expenditure of households","1,056,495.3",""
"2017","Cyprus","Current prices, million euro","Final consumption expenditure of households","14,640.0",""
"2017","Latvia","Current prices, million euro","Final consumption expenditure of households","16,171.7",""
"2017","Lithuania","Current prices, million euro","Final consumption expenditure of households","26,253.9",""
"2017","Luxembourg","Current prices, million euro","Final consumption expenditure of households","19,777.3",""
"2017","Hungary","Current prices, million euro","Final consumption expenditure of households","64,649.2",""
"2017","Malta","Current prices, million euro","Final consumption expenditure of households","6,449.1",""
"2017","Netherlands","Current prices, million euro","Final consumption expenditure of households","320,945.0",""
"2017","Austria","Current prices, million euro","Final consumption expenditure of households","193,752.0",""
"2017","Poland","Current prices, million euro","Final consumption expenditure of households","272,513.6",""
"2017","Portugal","Current prices, million euro","Final consumption expenditure of households","134,028.5",""
"2017","Romania","Current prices, million euro","Final consumption expenditure of households","115,906.0",""
"2017","Slovenia","Current prices, million euro","Final consumption expenditure of households","23,741.4",""
"2017","Slovakia","Current prices, million euro","Final consumption expenditure of households","46,995.6",""
"2017","Finland","Current prices, million euro","Final consumption expenditure of households","114,425.0",""
"2017","Sweden","Current prices, million euro","Final consumption expenditure of households","209,808.1",""
"2017","Iceland","Current prices, million euro","Final consumption expenditure of households","11,609.0",""
"2017","Norway","Current prices, million euro","Final consumption expenditure of households","141,655.7",""
"2017","Switzerland","Current prices, million euro","Final consumption expenditure of households","314,094.3",""
"2017","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,451,672.8",""
"2017","Montenegro","Current prices, million euro","Final consumption expenditure of households","4,077.9",""
"2017","North Macedonia","Current prices, million euro","Final consumption expenditure of households","6,663.0",""
"2017","Serbia","Current prices, million euro","Final consumption expenditure of households","27,306.0",""
"2017","Turkey","Current prices, million euro","Final consumption expenditure of households","464,464.8",""
"2017","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","12,772.0",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2018","Belgium","Current prices, million euro","Final consumption expenditure of households","227,035.3",""
"2018","Bulgaria","Current prices, million euro","Final consumption expenditure of households","35,545.9",""
"2018","Czechia","Current prices, million euro","Final consumption expenditure of households","101,750.7",""
"2018","Denmark","Current prices, million euro","Final consumption expenditure of households","139,837.8",""
"2018","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,667,428.0","p"
"2018","Estonia","Current prices, million euro","Final consumption expenditure of households","12,885.0",""
"2018","Ireland","Current prices, million euro","Final consumption expenditure of households","96,709.5",""
"2018","Greece","Current prices, million euro","Final consumption expenditure of households","135,415.0",""
"2018","Spain","Current prices, million euro","Final consumption expenditure of households","727,150.0",""
"2018","France","Current prices, million euro","Final consumption expenditure of households","1,243,065.0",""
"2018","Croatia","Current prices, million euro","Final consumption expenditure of households","37,521.2",""
"2018","Italy","Current prices, million euro","Final consumption expenditure of households","1,077,803.3",""
"2018","Cyprus","Current prices, million euro","Final consumption expenditure of households","15,444.0",""
"2018","Latvia","Current prices, million euro","Final consumption expenditure of households","17,178.7",""
"2018","Lithuania","Current prices, million euro","Final consumption expenditure of households","27,922.4",""
"2018","Luxembourg","Current prices, million euro","Final consumption expenditure of households","20,824.8",""
"2018","Hungary","Current prices, million euro","Final consumption expenditure of households","67,987.8",""
"2018","Malta","Current prices, million euro","Final consumption expenditure of households","6,985.7",""
"2018","Netherlands","Current prices, million euro","Final consumption expenditure of households","335,967.0",""
"2018","Austria","Current prices, million euro","Final consumption expenditure of households","200,083.7",""
"2018","Poland","Current prices, million euro","Final consumption expenditure of households","288,325.9",""
"2018","Portugal","Current prices, million euro","Final consumption expenditure of households","140,437.7",""
"2018","Romania","Current prices, million euro","Final consumption expenditure of households","126,731.0",""
"2018","Slovenia","Current prices, million euro","Final consumption expenditure of households","25,077.8",""
"2018","Slovakia","Current prices, million euro","Final consumption expenditure of households","50,056.6",""
"2018","Finland","Current prices, million euro","Final consumption expenditure of households","118,018.0",""
"2018","Sweden","Current prices, million euro","Final consumption expenditure of households","205,931.3",""
"2018","Iceland","Current prices, million euro","Final consumption expenditure of households","11,741.9",""
"2018","Norway","Current prices, million euro","Final consumption expenditure of households","143,062.3",""
"2018","Switzerland","Current prices, million euro","Final consumption expenditure of households","308,858.0",""
"2018","United Kingdom","Current prices, million euro","Final consumption expenditure of households","1,490,658.0",""
"2018","Montenegro","Current prices, million euro","Final consumption expenditure of households","4,367.6",""
"2018","North Macedonia","Current prices, million euro","Final consumption expenditure of households","7,064.6",""
"2018","Serbia","Current prices, million euro","Final consumption expenditure of households","29,205.2",""
"2018","Turkey","Current prices, million euro","Final consumption expenditure of households","393,257.0",""
"2018","Bosnia and Herzegovina","Current prices, million euro","Final consumption expenditure of households","13,289.3",""
"2018","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Final consumption expenditure of households",":","c"
"2019","Belgium","Current prices, million euro","Final consumption expenditure of households","233,295.4",""
"2019","Bulgaria","Current prices, million euro","Final consumption expenditure of households","38,217.7",""
"2019","Czechia","Current prices, million euro","Final consumption expenditure of households","107,220.6",""
"2019","Denmark","Current prices, million euro","Final consumption expenditure of households","142,347.5",""
"2019","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Final consumption expenditure of households","1,717,028.0","p"
"2019","Estonia","Current prices, million euro","Final consumption expenditure of households","13,621.4",""
"2019","Ireland","Current prices, million euro","Final consumption expenditure of households","100,989.5",""
